Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,GCF_000171535.2,GCF_000171415.1,GCF_000171515.1,GCF_000170215.1,GCF_000020745.1,GCF_000022165.1,GCF_000020925.1,GCF_000007545.1,GCF_000020885.1
group_4563,,Gifsy-1 prophage protein,4,4,1.0,1,6319,,,,378,384,381.0,,IKCLMC_00241,PKJKAM_00259,ODDLKH_01688,,AJBGEP_02780,,,
group_4546,,DUF2732 domain-containing protein,4,4,1.0,1,6294,,,,234,234,234.0,ONMMKP_04144,,,,,,HFCAGB_02957,GEGEGB_04568,BEJGEH_02744
group_4542,,Regulatory protein CII;hypothetical protein,4,4,1.0,1,6289,,,,447,510,494.25,ONMMKP_04141,,,,,,HFCAGB_02960,GEGEGB_04571,BEJGEH_02747
group_4512,,hypothetical protein;Ead/Ea22-like family protein,4,4,1.0,1,6254,,,,312,525,418.5,,,,,LNHIMF_02187,AJBGEP_01012,HFCAGB_01062,GEGEGB_02016,
group_4494,,Phosphotriesterase,4,4,1.0,1,6224,,,,411,483,442.5,,IKCLMC_02077,PKJKAM_03469,ODDLKH_00780,,AJBGEP_00311,,,
group_4480,,Phage tail assembly protein,4,4,1.0,1,6206,,,,303,303,303.0,ONMMKP_04179,,,,,,HFCAGB_02926,GEGEGB_04536,BEJGEH_02713
group_4387,,AcrB/AcrD/AcrF family protein;Cation transporter,4,4,1.0,1,6086,,,,192,543,309.0,ONMMKP_01586,1_refound_20,2_refound_29,,,,,,BEJGEH_00576
group_4339,,hypothetical protein,4,4,1.0,1,6022,,,,126,174,138.0,,,,,,AJBGEP_03723,HFCAGB_03778,GEGEGB_04193,BEJGEH_03575
group_4312,,hypothetical protein;Viral protein,4,4,1.0,1,5988,,,,165,288,251.25,,,PKJKAM_02056,ODDLKH_00542,LNHIMF_00067,AJBGEP_00067,,,
group_4279,,Secreted protein,4,4,1.0,1,5936,,,,615,618,617.25,ONMMKP_04693,IKCLMC_01879,,,,,,GEGEGB_00767,BEJGEH_02168
group_4232,,Tetratricopeptide repeat protein,4,4,1.0,1,5867,,,,720,723,721.5,ONMMKP_04699,IKCLMC_01885,,,,,,GEGEGB_00777,BEJGEH_02157
group_4222,,Inner membrane protein,4,4,1.0,1,5850,,,,354,357,356.25,,,,ODDLKH_04383,,AJBGEP_04133,,GEGEGB_03533,BEJGEH_03985
group_4192,,hypothetical protein;DUF1641 domain-containing protein,4,4,1.0,1,5816,,,,210,291,248.25,,,PKJKAM_04643,ODDLKH_02037,,AJBGEP_01639,HFCAGB_01729,,
group_4191,,Phage terminase large subunit GpA ATPase domain-containing protein,4,4,1.0,1,5815,,,,375,402,388.5,ONMMKP_00167,1_refound_18,2_refound_28,,LNHIMF_01936,,,,
group_4188,,Phage tail protein,4,4,1.0,1,5812,,,,180,180,180.0,ONMMKP_00166,IKCLMC_04310,PKJKAM_04312,,LNHIMF_01937,,,,
group_4175,,Cytoplasmic protein,4,4,1.0,1,5796,,,,345,390,356.25,,,,ODDLKH_04198,,AJBGEP_03938,HFCAGB_03995,GEGEGB_03975,
group_4165,,hypothetical protein;Putative cytoplasmic protein,4,5,1.25,1,5777,,,,246,984,769.8,,IKCLMC_04275,,ODDLKH_02386,,AJBGEP_01993;AJBGEP_01992,,,BEJGEH_01169
group_4164,,Mutator family transposase,4,4,1.0,1,5775,,,,534,534,534.0,ONMMKP_02464,IKCLMC_01153,PKJKAM_01217,,,,,,BEJGEH_04376
group_4163,,hypothetical protein;DUF1202 domain-containing protein,4,5,1.25,1,5774,,,,180,1002,766.2,ONMMKP_02466,IKCLMC_01151;IKCLMC_01150,PKJKAM_01219,,,,,,BEJGEH_04374
group_4155,,LD-TPase catalytic domain-containing protein,4,4,1.0,1,5764,,,,720,720,720.0,,,,ODDLKH_03707,,AJBGEP_03442,HFCAGB_03498,,BEJGEH_03294
group_4153,,Secreted protein,4,4,1.0,1,5760,,,,420,420,420.0,ONMMKP_04694,IKCLMC_01880,,,,,,GEGEGB_00768,BEJGEH_02167
group_4124,;tnp,hypothetical protein;IS3 family ISSen1 transposase ORF A,4,4,1.0,1,5720,,,,327,402,383.25,,IKCLMC_00059,PKJKAM_00171,,LNHIMF_03237,,,,BEJGEH_03213
group_4121,,P21 prophage-derived head-stabilizing protein,4,4,1.0,1,5717,,,,204,204,204.0,,IKCLMC_01189,PKJKAM_00265,ODDLKH_01682,,AJBGEP_02787,,,
group_4120,,hypothetical protein;DNA packaging protein,4,5,1.25,1,5716,,,,180,366,300.0,,IKCLMC_00240,PKJKAM_00260,ODDLKH_01687,,AJBGEP_02782;AJBGEP_02781,,,
group_4112,gtgA,type III secretion system effector protease GtgA;Type III secretion system effector protease GtgA,4,4,1.0,1,5706,,,,474,474,474.0,,IKCLMC_00224,PKJKAM_00273,,,AJBGEP_01023,HFCAGB_01369,,
group_4040,,Cytoplasmic protein,4,4,1.0,1,5595,,,,363,363,363.0,,,,ODDLKH_04385,,AJBGEP_04135,,GEGEGB_03531,BEJGEH_03987
group_4010,,Cytoplasmic protein;hypothetical protein,4,4,1.0,1,5555,,,,159,282,205.0,0_refound_7,,,,LNHIMF_03387,,,GEGEGB_03428,BEJGEH_03365
panS,;panS,Sodium-dependent transporter;ketopantoate/pantoate/pantothenate transporter PanS,4,4,1.0,1,5513,,,,705,942,882.75,ONMMKP_02590,,,ODDLKH_00053,,AJBGEP_04394,,,BEJGEH_04249
group_3949,,hypothetical protein,4,4,1.0,1,5464,,,,123,123,123.0,ONMMKP_02667,,,,LNHIMF_04154,,,GEGEGB_03691,BEJGEH_04167
group_3912,,hypothetical protein,4,4,1.0,1,5407,,,,291,291,291.0,ONMMKP_02465,IKCLMC_01152,PKJKAM_01218,,,,,,BEJGEH_04375
group_3863,,Cytoplasmic protein,4,4,1.0,1,5339,,,,531,531,531.0,,,,ODDLKH_03708,,AJBGEP_03443,HFCAGB_03499,,BEJGEH_03295
sseK2,sseK2,type III secretion system effector arginine glycosyltransferase SseK2,4,4,1.0,1,5301,,,,1008,1008,1008.0,,IKCLMC_01876,PKJKAM_04006,ODDLKH_02634,,AJBGEP_02300,,,
group_3819,,hypothetical protein,4,4,1.0,1,5266,,,,135,135,135.0,,IKCLMC_04100,,ODDLKH_03202,,AJBGEP_02939,HFCAGB_02986,,
yjeO,yjeO,Inner membrane protein YjeO,4,4,1.0,1,5179,,,,315,315,315.0,,IKCLMC_01179,,,,AJBGEP_04544,HFCAGB_04572,,BEJGEH_04413
yjeN,yjeN,Uncharacterized protein YjeN,4,4,1.0,1,5178,,,,378,378,378.0,ONMMKP_02439,,PKJKAM_01192,ODDLKH_00217,,,,GEGEGB_04632,
group_3704,ninG,Protein NinG,4,4,1.0,1,5116,,,,612,612,612.0,,,,ODDLKH_01670,,AJBGEP_01017,HFCAGB_01069,GEGEGB_02007,
group_3703,,PPC domain-containing protein,4,4,1.0,1,5115,,,,402,402,402.0,,IKCLMC_00316,PKJKAM_00268,ODDLKH_01679,,AJBGEP_02790,,,
group_3701,,Phage DNA packaging protein Nu1,4,4,1.0,1,5113,,,,546,546,546.0,,IKCLMC_01187,PKJKAM_00267,ODDLKH_01680,,AJBGEP_02789,,,
group_3699,,Terminase large subunit,4,4,1.0,1,5111,,,,1932,1932,1932.0,,IKCLMC_01188,PKJKAM_00266,ODDLKH_01681,,AJBGEP_02788,,,
group_3696,,Phage portal protein,4,4,1.0,1,5108,,,,1620,1620,1620.0,,IKCLMC_01190,PKJKAM_00264,ODDLKH_01683,,AJBGEP_02786,,,
group_3694,,Serine peptidase,4,4,1.0,1,5106,,,,1497,1497,1497.0,,IKCLMC_01191,PKJKAM_00263,ODDLKH_01684,,AJBGEP_02785,,,
group_3692,,Head decoration protein,4,4,1.0,1,5104,,,,348,348,348.0,,IKCLMC_01192,PKJKAM_00262,ODDLKH_01685,,AJBGEP_02784,,,
group_3690,,Major capsid protein,4,4,1.0,1,5102,,,,1029,1029,1029.0,,IKCLMC_01193,PKJKAM_00261,ODDLKH_01686,,AJBGEP_02783,,,
group_3537,,Bacteriophage protein,4,4,1.0,1,4937,,,,126,126,126.0,,,PKJKAM_00276,ODDLKH_01672,,AJBGEP_01020,,GEGEGB_02005,
group_3523,,Holin,4,4,1.0,1,4921,,,,138,138,138.0,,,PKJKAM_00274,ODDLKH_01674,,AJBGEP_01022,HFCAGB_01368,,
group_3517,,hypothetical protein,4,4,1.0,1,4913,,,,144,144,144.0,,1_refound_14,,ODDLKH_03818,,AJBGEP_03555,HFCAGB_03610,,
group_3499,,hypothetical protein,4,4,1.0,1,4895,,,,159,159,159.0,,,2_refound_25,ODDLKH_02353,LNHIMF_01934,AJBGEP_01959,,,
group_3341,,hypothetical protein,4,4,1.0,1,4721,,,,207,207,207.0,ONMMKP_02467,IKCLMC_01149,PKJKAM_01220,,,,,,8_refound_92
group_3257,,Zinc finger DksA/TraR C4-type domain-containing protein,4,4,1.0,1,4625,,,,228,228,228.0,ONMMKP_04145,,,,,,HFCAGB_02956,GEGEGB_04567,BEJGEH_02743
group_3212,,Rha family transcriptional regulator,4,4,1.0,1,4564,,,,243,243,243.0,ONMMKP_04140,,,,,,HFCAGB_02961,GEGEGB_04572,BEJGEH_02748
group_2986,,Inner membrane protein,4,4,1.0,1,4296,,,,297,297,297.0,ONMMKP_02828,IKCLMC_00512,PKJKAM_01548,,,,HFCAGB_04193,,
yigF,yigF,inner membrane protein YigF,4,4,1.0,1,3933,,,,381,381,381.0,,,,ODDLKH_04397,,AJBGEP_04147,,GEGEGB_03520,BEJGEH_03999
yigG,yigG,Inner membrane protein YigG,4,4,1.0,1,3610,,,,459,459,459.0,,,,ODDLKH_04398,,AJBGEP_04148,,GEGEGB_03519,BEJGEH_04000
group_2403,,Inner membrane protein,4,4,1.0,1,3523,,,,474,474,474.0,ONMMKP_02829,IKCLMC_00513,PKJKAM_01549,,,,HFCAGB_04192,,
group_2285,,Phage major tail tube protein,4,4,1.0,1,3363,,,,516,516,516.0,ONMMKP_04178,,,,,,HFCAGB_02927,GEGEGB_04537,BEJGEH_02714
group_1959,,hypothetical protein,4,4,1.0,1,2925,,,,633,633,633.0,ONMMKP_04139,,,,,,HFCAGB_02962,GEGEGB_04573,BEJGEH_02749
group_1570,,PTS fructose transporter subunit IIA,4,4,1.0,1,2275,,,,807,807,807.0,,IKCLMC_03615,PKJKAM_01790,ODDLKH_03686,,,,GEGEGB_03338,
group_1412,,putative membrane transporter protein,4,4,1.0,1,2051,,,,876,876,876.0,ONMMKP_02764,IKCLMC_00688,PKJKAM_01484,,,,,,BEJGEH_04069
group_1381,,Aldose-1-epimerase,4,4,1.0,1,2005,,,,888,888,888.0,ONMMKP_02763,IKCLMC_00689,PKJKAM_01483,,,,,,BEJGEH_04070
group_1356,,CDP-abequose synthase,4,4,1.0,1,1962,,,,900,900,900.0,,,,ODDLKH_02583,LNHIMF_02231,AJBGEP_02250,,,BEJGEH_02109
group_1339,,Putative O-antigen transporter,4,4,1.0,1,1938,,,,906,906,906.0,,,,ODDLKH_02582,LNHIMF_02230,AJBGEP_02249,,,BEJGEH_02108
group_1284,lysR,LysR family transcriptional regulator,4,4,1.0,1,1866,,,,924,924,924.0,ONMMKP_02034,,,,,,HFCAGB_00144,GEGEGB_00152,BEJGEH_00149
group_1123,,Oxidoreductase protein,4,4,1.0,1,1648,,,,990,990,990.0,ONMMKP_02035,,,,,,HFCAGB_00143,GEGEGB_00151,BEJGEH_00148
rfbV,rfbV,abequosyltransferase RfbV,4,4,1.0,1,1623,,,,1002,1002,1002.0,,,,ODDLKH_02581,LNHIMF_02229,AJBGEP_02248,,,BEJGEH_02107
group_1055,,Integrase,4,4,1.0,1,1543,,,,1026,1026,1026.0,ONMMKP_04138,,,,,,HFCAGB_02963,GEGEGB_04574,BEJGEH_02750
group_811,,Gp21,4,4,1.0,1,1205,,,,1173,1173,1173.0,ONMMKP_04177,,,,,,HFCAGB_02928,GEGEGB_04538,BEJGEH_02715
rfc,rfc,O-antigen polymerase Rfc,4,4,1.0,1,1096,,,,1224,1224,1224.0,,,,ODDLKH_01806,,AJBGEP_01409,HFCAGB_01951,GEGEGB_01280,
group_4785,,RHS repeat protein;hypothetical protein,3,3,1.0,1,6590,,,,1197,2775,2168.0,,,PKJKAM_03473,,,,HFCAGB_00309,GEGEGB_02697,
group_4784,,ASCH domain-containing protein,3,3,1.0,1,6589,,,,282,285,284.0,ONMMKP_00796,,PKJKAM_03197,,,,HFCAGB_00585,,
group_4780,,hypothetical protein,3,3,1.0,1,6585,,,,180,180,180.0,,IKCLMC_02375,PKJKAM_03166,,LNHIMF_00592,,,,
group_4776,,Insertion element IS3 family protein;Integrase catalytic domain-containing protein,3,3,1.0,1,6580,,,,237,642,372.0,,IKCLMC_04283,PKJKAM_00016,,,,,,BEJGEH_01963
group_4773,ninB,Protein ninB,3,3,1.0,1,6577,,,,438,441,439.0,ONMMKP_00771,,,,LNHIMF_00588,,HFCAGB_00610,,
group_4772,,Lipocalin-like domain-containing protein,3,3,1.0,1,6576,,,,189,189,189.0,,IKCLMC_00310,,,LNHIMF_04283,AJBGEP_02796,,,
group_4766,dinI,DinI family protein;Damage-inducible protein DinI,3,3,1.0,1,6570,,,,234,234,234.0,ONMMKP_04149,,,,,,,GEGEGB_04562,BEJGEH_02739
group_4764,,hypothetical protein;Restriction inhibitor protein ral,3,3,1.0,1,6567,,,,195,201,199.0,ONMMKP_00782,,PKJKAM_03183,,,,HFCAGB_00601,,
group_4746,,hypothetical protein;Dehydrogenase,3,3,1.0,1,6546,,,,219,981,727.0,ONMMKP_00494,,,,LNHIMF_01611,,,,BEJGEH_01525
group_4733,,hypothetical protein,3,3,1.0,1,6530,,,,117,189,146.0,,IKCLMC_04638,,,LNHIMF_01609,,,,BEJGEH_01528
group_4725,yajD,Putative HNH nuclease YajD,3,3,1.0,1,6520,,,,351,351,351.0,,,,,LNHIMF_02174,AJBGEP_02126,HFCAGB_02196,,
group_4723,,Phage tail protein,3,3,1.0,1,6518,,,,1128,1128,1128.0,ONMMKP_04120,,PKJKAM_01859,,,,,,BEJGEH_02666
sugR,;sugR,hypothetical protein;AAA family ATPase;AAA family ATPase SugR,3,5,1.6666666666666667,1,6517,,,,177,1191,711.6,,,,ODDLKH_04199,,AJBGEP_03939,HFCAGB_03996;HFCAGB_03997;HFCAGB_03998,,
group_4722,,DUF1367 domain-containing protein,3,3,1.0,1,6516,,,,600,600,600.0,,IKCLMC_00930,,,,AJBGEP_01264,HFCAGB_01363,,
group_4717,,Presumed portal vertex protein,3,3,1.0,1,6511,,,,1029,1044,1038.0,ONMMKP_04153,,,,,,,GEGEGB_04558,BEJGEH_02735
group_4711,,DNA breaking-rejoining protein,3,3,1.0,1,6504,,,,237,288,271.0,ONMMKP_01133,,,ODDLKH_01652,,AJBGEP_01004,,,
group_4702,,Type I-E CRISPR-associated protein Cse1/CasA,3,3,1.0,1,6494,,,,1536,1536,1536.0,,,PKJKAM_02452,,LNHIMF_02973,,,GEGEGB_02980,
group_4694,,Tail fiber assembly protein,3,3,1.0,1,6485,,,,570,576,572.0,,,,,LNHIMF_02150,AJBGEP_02101,HFCAGB_02171,,
group_4690,,Terminase,3,3,1.0,1,6481,,,,495,495,495.0,,,,,LNHIMF_02173,AJBGEP_02125,HFCAGB_02195,,
group_4684,,Phage protein,3,3,1.0,1,6475,,,,258,258,258.0,ONMMKP_04125,,PKJKAM_01864,,,,,,BEJGEH_02661
group_4683,,Tail tube protein,3,3,1.0,1,6474,,,,456,456,456.0,ONMMKP_04121,,PKJKAM_01860,,,,,,BEJGEH_02665
group_4681,,Phage virion morphogenesis (Putative tail completion) protein,3,3,1.0,1,6470,,,,444,450,447.0,ONMMKP_04165,,,,,,,GEGEGB_04546,BEJGEH_02723
group_4673,,DUF4376 domain-containing protein,3,3,1.0,1,6461,,,,606,606,606.0,ONMMKP_02586,,,,,AJBGEP_04397,,,BEJGEH_04252
group_4668,,CRISPR-associated protein Cse2,3,3,1.0,1,6456,,,,603,603,603.0,,,PKJKAM_02453,,LNHIMF_02972,,,GEGEGB_02979,
group_4660,,Terminase ATPase subunit,3,3,1.0,1,6445,,,,1719,1767,1751.0,ONMMKP_04154,,,,,,,GEGEGB_04557,BEJGEH_02734
group_4643,,Adhesion protein,3,3,1.0,1,6420,,,,1077,1077,1077.0,,,,,,AJBGEP_03189,HFCAGB_03244,GEGEGB_03086,
hsdM,;hsdM,hypothetical protein;site-specific DNA-methyltransferase (adenine-specific);type I restriction-modification system methyltransferase,3,4,1.3333333333333333,1,6417,,,,141,1590,1179.75,,,,ODDLKH_00400,,AJBGEP_04728,,GEGEGB_04820;GEGEGB_04821,
faeH,faeH,F4 (K88) fimbria minor subunit FaeH,3,3,1.0,1,6411,,,,798,798,798.0,,,,ODDLKH_00185,LNHIMF_04403,,HFCAGB_04866,,
group_4632,,hypothetical protein,3,3,1.0,1,6406,,,,249,300,283.0,,,PKJKAM_03466,,,,HFCAGB_00313,,BEJGEH_00301
group_4604,,CRISPR-associated endonuclease/helicase Cas3;hypothetical protein,3,3,1.0,1,6369,,,,2208,2700,2536.0,,,PKJKAM_02451,,LNHIMF_02974,,,GEGEGB_02982,
group_4600,,hypothetical protein,3,3,1.0,1,6365,,,,207,207,207.0,,,PKJKAM_02350,,LNHIMF_03072,,,,BEJGEH_03042
group_4590,,DUF4056 domain-containing protein,3,3,1.0,1,6351,,,,1128,1128,1128.0,,,,,LNHIMF_03872,,,GEGEGB_03889,BEJGEH_03875
group_4578,,Phage tail fiber protein;Phage Host Specificity Protein;Host specificity protein J;Phage tail protein,3,5,1.6666666666666667,1,6336,,,,717,3351,1524.0,,IKCLMC_00570,,,,AJBGEP_01046,HFCAGB_01393;HFCAGB_01392;HFCAGB_01394,,
group_4574,,Phage tail tape measure protein domain-containing protein,3,3,1.0,1,6332,,,,1929,1929,1929.0,,,,,LNHIMF_02158,AJBGEP_02110,HFCAGB_02179,,
group_4573,,Prophage long tail fiber protein;Phage tail protein,3,3,1.0,1,6331,,,,1545,1563,1557.0,,,,,LNHIMF_02151,AJBGEP_02102,HFCAGB_02172,,
group_4564,,Lysis protein,3,3,1.0,1,6320,,,,465,513,488.0,ONMMKP_01111,IKCLMC_00947,,,,AJBGEP_01279,,,
group_4552,,Phage terminase large subunit,3,3,1.0,1,6305,,,,1734,1734,1734.0,,,,,LNHIMF_02172,AJBGEP_02124,HFCAGB_02194,,
group_4528,,Uncharacterized protein,3,3,1.0,1,6271,,,,147,147,147.0,,IKCLMC_02365,,,LNHIMF_00583,,HFCAGB_00607,,
group_4520,,Endolysin,3,3,1.0,1,6263,,,,438,438,438.0,,IKCLMC_02379,PKJKAM_03163,,,,HFCAGB_00618,,
group_4519,,Phage tail tape measure protein;Phage tail protein,3,3,1.0,1,6262,,,,1968,1971,1970.0,ONMMKP_04126,,PKJKAM_01865,,,,,,BEJGEH_02660
group_4514,,Phage protein,3,3,1.0,1,6257,,,,333,333,333.0,ONMMKP_04124,,PKJKAM_01863,,,,,,BEJGEH_02662
group_4513,,Holin,3,3,1.0,1,6256,,,,294,297,295.0,ONMMKP_04122,,PKJKAM_01861,,,,,,BEJGEH_02664
group_4507,lysB,LysB family transcriptional regulator,3,3,1.0,1,6246,,,,426,426,426.0,ONMMKP_04163,,,,,,,GEGEGB_04548,BEJGEH_02725
group_4500,,Phage tail protein;hypothetical protein,3,3,1.0,1,6233,,,,309,432,391.0,ONMMKP_04164,,,,,,,GEGEGB_04547,BEJGEH_02724
group_4455,,Transposase,3,3,1.0,1,6175,,,,192,297,227.0,,,,,LNHIMF_04563,AJBGEP_04702,,,BEJGEH_04605
group_4443,,Phage major capsid protein P2 family,3,3,1.0,1,6156,,,,1062,1065,1064.0,ONMMKP_04156,,,,,,,GEGEGB_04555,BEJGEH_02732
group_4439,,isocitrate dehydrogenase (NADP(+)),3,3,1.0,1,6151,,,,165,213,197.0,,IKCLMC_00981,,ODDLKH_01709,,AJBGEP_01312,,,
group_4438,sspH1,type III secretion system effector E3 ubiquitin transferase SspH1,3,3,1.0,1,6150,,,,2103,2112,2106.0,,IKCLMC_00979,,ODDLKH_01707,,AJBGEP_01310,,,
group_4417,,Type I-E CRISPR-associated protein Cas7/Cse4/CasC,3,3,1.0,1,6126,,,,1059,1059,1059.0,,,PKJKAM_02454,,LNHIMF_02971,,,GEGEGB_02978,
group_4397,,Integrase (Bacteriophage integrase),3,3,1.0,1,6101,,,,1275,1275,1275.0,,,,,,,HFCAGB_02231,GEGEGB_00936,BEJGEH_01971
group_4391,,Exonuclease VIII;hypothetical protein,3,3,1.0,1,6091,,,,2355,2691,2579.0,,IKCLMC_00916,,,,AJBGEP_01248,HFCAGB_01348,,
group_4366,,DUF4765 domain-containing protein,3,3,1.0,1,6058,,,,1560,3423,2272.0,,,,,LNHIMF_01713,,,GEGEGB_01643,BEJGEH_01416
group_4356,,Transposase IS66 C-terminal domain-containing protein,3,3,1.0,1,6045,,,,249,249,249.0,,IKCLMC_00576,,,,AJBGEP_01052,HFCAGB_01100,,
group_4343,,Bacterial surface antigen (D15) domain-containing protein,3,3,1.0,1,6028,,,,1140,1140,1140.0,,,,,LNHIMF_03873,,,GEGEGB_03888,BEJGEH_03876
group_4332,,Presumed capsid scaffolding protein (GpO),3,3,1.0,1,6012,,,,834,834,834.0,ONMMKP_04155,,,,,,,GEGEGB_04556,BEJGEH_02733
group_4323,,Inner membrane protein,3,3,1.0,1,6001,,,,621,621,621.0,,IKCLMC_04403,,,,,HFCAGB_01491,,BEJGEH_01282
group_4288,,hypothetical protein,3,3,1.0,1,5949,,,,198,207,204.0,ONMMKP_00847,,,,LNHIMF_01330,,,GEGEGB_01227,
group_4207,,hypothetical protein,3,3,1.0,1,5832,,,,159,465,363.0,,IKCLMC_04322,PKJKAM_04325,,,,,,BEJGEH_01199
group_4206,,Phage protein,3,3,1.0,1,5831,,,,294,294,294.0,ONMMKP_00794,,,,LNHIMF_04264,,HFCAGB_00587,,
group_4202,,Fimbrial protein,3,3,1.0,1,5827,,,,765,765,765.0,,,,ODDLKH_00186,LNHIMF_04404,,HFCAGB_04865,,
group_4196,,Integrase catalytic domain-containing protein;Integrase-like protein,3,3,1.0,1,5821,,,,522,774,606.0,,IKCLMC_00978,,ODDLKH_01706,,AJBGEP_01309,,,
group_4193,,IstB-like ATP-binding domain-containing protein,3,3,1.0,1,5817,,,,378,378,378.0,ONMMKP_01860,,,,LNHIMF_00323,,,GEGEGB_02683,
group_4190,,hypothetical protein;fimbrial protein,3,3,1.0,1,5814,,,,525,657,569.0,,IKCLMC_04316,PKJKAM_04320,,LNHIMF_01928,,,,
group_4185,;tnp,hypothetical protein;IS3 family ISSen1 transposase ORF A,3,3,1.0,1,5807,,,,318,402,374.0,ONMMKP_02684,IKCLMC_04285,,,,,,,BEJGEH_01961
group_4178,,hypothetical protein,3,3,1.0,1,5799,,,,432,432,432.0,,,PKJKAM_03465,,,,HFCAGB_00314,,BEJGEH_00302
group_4132,,Phage tail protein,3,3,1.0,1,5728,,,,1059,1065,1061.0,,,,,LNHIMF_02156,AJBGEP_02108,HFCAGB_02177,,
group_4131,,Phage FluMu protein gp47;Baseplate protein J-like domain-containing protein,3,4,1.3333333333333333,1,5727,,,,522,1080,801.75,,,,,LNHIMF_02153,AJBGEP_02105;AJBGEP_02104,HFCAGB_02174,,
group_4123,,hypothetical protein;Enterohemolysin,3,3,1.0,1,5719,,,,411,1110,877.0,,IKCLMC_00113,,,LNHIMF_02198,AJBGEP_02823,,,
group_4119,,hypothetical protein;DNA packaging protein,3,4,1.3333333333333333,1,5715,,,,180,366,283.5,ONMMKP_01102,IKCLMC_00326,,,,AJBGEP_01289;AJBGEP_01288,,,
group_4109,,Inner membrane protein,3,3,1.0,1,5703,,,,702,702,702.0,,,,ODDLKH_00396,,AJBGEP_04724,,GEGEGB_04816,
group_4093,,hypothetical protein;Crp/Fnr family transcriptional regulator,3,4,1.3333333333333333,1,5681,,,,180,792,545.25,,,,,LNHIMF_03952,,,GEGEGB_03565;GEGEGB_03566,BEJGEH_03953
group_4091,,Exodeoxyribonuclease;Exodeoxyribonuclease VIII,3,3,1.0,1,5679,,,,2124,2928,2660.0,,IKCLMC_00284,,,LNHIMF_02197,AJBGEP_02822,,,
group_4085,,Putative antitoxin of gyrase inhibiting toxin-antitoxin system,3,3,1.0,1,5670,,,,240,240,240.0,,,,,LNHIMF_04554,,HFCAGB_04698,,BEJGEH_04568
group_4058,,Rhs2 protein;hypothetical protein,3,3,1.0,1,5624,,,,303,774,420.75,,IKCLMC_02075,PKJKAM_03471,,,AJBGEP_00308,,,
group_4031,,Secreted protein,3,3,1.0,1,5583,,,,291,291,291.0,,IKCLMC_02045,,,LNHIMF_00286,,,GEGEGB_02721,
group_4000,,Cytoplasmic protein,3,3,1.0,1,5541,,,,495,495,495.0,,,PKJKAM_02488,,,,HFCAGB_03111,,BEJGEH_02896
safA,safA,Saf fimbria major subunit SafA,3,3,1.0,1,5525,,,,501,501,501.0,,,PKJKAM_03460,ODDLKH_00787,,AJBGEP_00318,,,
group_3973,,hypothetical protein,3,3,1.0,1,5495,,,,99,99,99.0,,,,ODDLKH_00187,LNHIMF_04405,,HFCAGB_04863,,
group_3957,,Prophage protein,3,3,1.0,1,5476,,,,372,534,480.0,,,,,LNHIMF_04269,AJBGEP_02147,HFCAGB_02219,,
group_3952,,hypothetical protein,3,3,1.0,1,5469,,,,147,147,147.0,,,,ODDLKH_00190,LNHIMF_04408,,HFCAGB_04860,,
group_3945,,Bacterial Ig-like domain-containing protein,3,3,1.0,1,5459,,,,363,363,363.0,,,,ODDLKH_00173,,AJBGEP_04512,HFCAGB_04543,,
casE,casE,CRISPR system Cascade subunit CasE,3,3,1.0,1,5442,,,,705,708,707.0,,,PKJKAM_02456,,LNHIMF_02969,,,GEGEGB_02976,
group_3910,,Addiction module antitoxin RelB/DinJ family,3,3,1.0,1,5401,,,,261,261,261.0,,,,ODDLKH_03954,,AJBGEP_03692,HFCAGB_03746,,
group_3874,,hypothetical protein;Phage prohead protease HK97 family,3,4,1.3333333333333333,1,5353,,,,225,651,472.5,,,,,LNHIMF_02169,AJBGEP_02121,HFCAGB_02191;HFCAGB_02190,,
group_3853,,Secreted protein,3,3,1.0,1,5324,,,,279,279,279.0,,,,,LNHIMF_03594,,,GEGEGB_04179,BEJGEH_03589
group_3785,,Phage tail assembly protein;Phage protein,3,3,1.0,1,5218,,,,327,399,351.0,,,,,LNHIMF_02159,AJBGEP_02111,HFCAGB_02180,,
group_3784,,hypothetical protein,3,3,1.0,1,5217,,,,129,129,129.0,,,,ODDLKH_01807,,AJBGEP_01410,,GEGEGB_01281,
group_3781,,diguanylate cyclase,3,3,1.0,1,5214,,,,1131,1131,1131.0,,IKCLMC_00217,,,,,HFCAGB_01360,GEGEGB_01072,
pnuC,pnuC,Nicotinamide riboside transporter PnuC,3,3,1.0,1,5212,,,,729,729,729.0,,,,,LNHIMF_03954,,,GEGEGB_03563,BEJGEH_03955
group_3780,,Ybl159,3,3,1.0,1,5210,,,,822,852,842.0,,,,ODDLKH_04191,,AJBGEP_03931,,,BEJGEH_03784
group_3767,,Fimbrial protein;hypothetical protein,3,3,1.0,1,5189,,,,519,576,538.0,ONMMKP_01858,,,,LNHIMF_00326,,,GEGEGB_02681,
yafQ,yafQ,mRNA interferase toxin YafQ,3,3,1.0,1,5188,,,,276,276,276.0,,,,ODDLKH_03953,,AJBGEP_03691,HFCAGB_03745,,
group_3747,,Tail sheath protein,3,3,1.0,1,5160,,,,1497,1497,1497.0,,,,,LNHIMF_02161,AJBGEP_02113,HFCAGB_02182,,
